SignID,Sign Class,Sub Class,Color,Background Color,Legend Color,MUTCD Number,Orientation,Overall Cond,Shape,Sign Backing Material,Sign Sheeting,Sign Legend,Sign Height,Sign Length,Sign Width,Replace Year,Pole#,Alt Sign ID,Sign Rec #,X Coordinate,Y Coordinate
3002872,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,W,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2018,15152,4219,8893,1016432.73,1251391.366
3002873,School,,FY,Green,Black,S1-1,W,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2018,15152,4217,7917,1017929.616,1256806.55
3002875,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,npat,80,18,12,2018,16585,4220,6197,1019802.715,1252452.145
3002877,Regulatory,,WHT,,,,E,Fair,,Aluminum,HIP,school speed limit 20 on school days when children,80,48,24,2023,10224,4223,7768,1017447.85,1250619.882
3002878,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,npat,61,18,12,2018,10224,4222,6700,1019650.589,1255259.34
3002879,School,,FY,Green,Black,S1-1,E,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2019,16379,4226,7887,1015007.517,1252550.887
3002880,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,E,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2019,16379,4227,8885,1024437.581,1250593.484
3002881,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,W,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2018,16379,4228,8799,1018360.722,1253383.894
3002882,School,,FY,Green,Black,S1-1,W,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2018,16379,4225,7897,1018360.722,1253383.894
3002885,Regulatory,,WHT,,,,E,Critical,,Aluminum,HIP,nptsos,88,18,12,2018,12537,4229,5246,1019393.92,1256623.425
3002887,School,,WHT,White,Black,S5-2,E,Fair,Rectangle,Aluminum,HIP,END SCHOOL ZONE,0,24,30,2021,12355,4231,8052,1014676.036,1258411.605
3002888,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,76,18,12,2018,12355,4232,5666,1017112.879,1256308.751
3002893,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,87,18,12,2018,9383,4235,6391,1017112.879,1256308.751
3002895,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,86,18,12,2018,13546,4237,6164,1021741.372,1254675.268
3002897,School,,Other,,,,E,Good,,Other,,S ORCHARD ST,0,0,0,,16118,4241,8133,1021741.372,1254675.268
3002898,School,,Other,,,,S,Good,,Other,,W OREGON ST,0,0,0,,16118,4242,8125,1016169.94,1251006.267
3002899,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,84,18,12,2018,16118,4239,5866,1021051.58,1261851.685
3002901,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,85,18,12,2018,12444,4243,6819,1021051.58,1261851.685
3002903,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,84,18,12,2018,11078,4245,6639,1020708.783,1247337.089
3002904,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2018,16131,4247,2419,1020708.783,1247337.089
3002907,School,,Other,,,,E,Good,,Other,,S COLER AV,0,0,0,,9170,4249,8103,1016782.891,1257440.282
3002908,School,,Other,,,,S,Good,,Other,,W OREGON ST,0,0,0,,9170,4250,8196,1018167.095,1251082.276
3002910,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,78,18,12,2018,16081,4251,6010,1018167.095,1251082.276
3002912,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,83,18,12,2018,11531,4253,6597,1013616.275,1256281.365
3002914,Regulatory,,WHT,,,,E,Good,,Other,HIP,,85,18,12,2018,16851,4255,6249,1013616.275,1256281.365
3002916,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,80,18,12,2018,12146,4257,5527,1023014.934,1249018.4
3002918,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,84,18,12,2018,12696,4259,7383,1021702.684,1246671.856
3002919,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Critical,Octagon,Aluminum,HIP,STOP,0,30,30,2018,10833,4261,3009,1025625.781,1247163.301
3002922,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,90,18,12,2017,13846,4262,5295,1016259.092,1251390.064
3002924,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,103,18,12,2017,13948,4264,7507,1020029.095,1258955.729
3002925,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,85,18,12,2017,13948,4265,6601,1020206.803,1250614.27
3002927,School,,Other,,,,W,Good,,Other,,S BUSEY AV,0,0,0,,13324,4268,8326,1019015.838,1256688.079
3002928,School,,Other,,,,N,Good,,Other,,W OREGON ST,0,0,0,,13324,4269,8171,1019015.838,1256688.079
3002929,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,86,18,12,2017,10495,4270,7309,1019015.838,1256688.079
3002931,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,80,18,12,2017,9515,4271,5995,1022357.194,1249215.996
3002933,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,80,18,12,2017,16277,4273,6080,1022357.194,1249215.996
3002934,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphc,77,18,12,2017,16482,4275,4993,1019469.037,1253618.751
3002935,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2017,12410,4276,3310,1019469.037,1253618.751
3002936,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,all way,71,6,18,2017,12410,4277,3438,1017855.351,1253015.861
3002938,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,78,18,12,2017,12244,4279,6664,1018596.809,1251415.847
3002940,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,85,18,12,2017,10466,4280,6453,1019872.042,1253768.839
3002942,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,83,18,12,2017,12070,4282,5623,1019872.042,1253768.839
3002944,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,90,18,12,2017,15533,4284,7450,1020247.222,1246238.011
3002946,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,87,18,12,2017,10716,4286,5285,1014697.798,1259136.294
3002947,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,77,18,12,2017,16348,4288,6595,1026715.384,1252493.792
3002949,School,,FY,Green,Black,S1-1,W,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2018,13742,4289,7929,1026715.384,1252493.792
3002950,Warning,Supplemental Information,FY,Yellow,Black,W16-9p,W,Good,Rectangle,Aluminum,HIP,AHEAD (PLAQUE),0,24,12,2018,13742,4290,8963,1025870.206,1250756.667
3002951,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,79,18,12,2017,9541,4292,5975,1014549.9,1259414.234
3002953,School,Speed Regulation,FY,Green,Black,S4-5,W,Good,Diamond,Aluminum,HIP,REDUCED SCHOOL SPEED LIMIT AHEAD,0,36,36,2018,13049,4293,8013,1019803.069,1254909.046
3002954,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,60,18,12,2017,13049,4294,6204,1019803.069,1254909.046
3002956,Regulatory,,WHT,,,,W,Fair,,Aluminum,HIP,ssl20,78,48,24,2020,14578,4297,7786,1019803.069,1254909.046
3002957,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,46,18,12,2019,14578,4296,4891,1019803.069,1254909.046
3002958,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,80,18,12,2017,13050,4299,5827,1022154.554,1255268.524
3002960,School,,FY,Green,Black,S1-1,W,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2018,9217,4302,7956,1021537.997,1251249.104
3002961,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,W,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2018,9217,4303,8779,1017494.977,1251950.253
3002963,School,,WHT,Green,Black,S1-1,E,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2021,9217,4301,7931,1018625.807,1254692.511
3002964,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,E,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2019,9217,4304,8796,1014767.057,1256363.913
3002966,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,80,18,12,2015,11034,4305,6486,1026060.991,1256467.855
3002967,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,81,18,12,2015,8879,4306,5538,1021834.409,1252566.038
3002975,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,82,18,12,2015,16811,4308,7663,1020767.306,1258407.721
3002978,Regulatory,,RD,,,,N,Good,,Aluminum,HIP,aw,71,6,18,2033,16075,4310,3507,1020767.306,1258407.721
3002980,School,,Other,,,,S,Good,,Other,,N WASHINGTON ST,0,0,0,,16577,4312,8203,1021854.61,1256442.539
3002981,School,,Other,,,,W,Good,,Other,,S BIRCH ST,0,0,0,,16577,4313,8314,1022223.859,1250052.862
3002982,Regulatory,,WHT,,,,S,Good,,Aluminum,Other,nphtc,93,18,12,,10265,4314,4569,1014282.533,1256048.132
3002983,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,np3-3,74,18,12,2017,10265,4315,4529,1021346.858,1260430.77
3002984,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,90,18,12,2012,10074,4316,5297,1021519.649,1253749.308
3002985,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,np3-3,71,18,12,2012,10074,4317,5490,1014849.065,1260302.288
3002987,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,92,18,12,2012,12575,4318,5774,1014821.585,1257095.887
3002988,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,np3-3,74,18,12,2012,12575,4319,5075,1014821.585,1257095.887
3002989,School,,Y,Green,Black,S1-1,S,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2020,16984,4320,7880,1014821.585,1257095.887
3002990,Warning,Supplemental Information,Y,Yellow,Black,W16-9p,S,Good,Rectangle,Aluminum,HIP,AHEAD (PLAQUE),0,24,12,2020,16984,4321,9016,1014821.585,1257095.887
3002991,School,Speed Regulation,Y,Green,Black,S4-5,S,Fair,Diamond,Aluminum,HIP,REDUCED SCHOOL SPEED LIMIT AHEAD,0,36,36,2020,15603,4322,8014,1021540.366,1249400.82
3002992,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,92,18,12,2012,12785,4323,5599,1024161.811,1245287.928
3002993,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,np3-3,73,18,12,2012,12785,4324,5127,1018759.685,1252414.339
3002996,School,,Other,,,,S,Good,,Other,,W OREGON ST,0,0,0,,11835,4326,8181,1023444.446,1252783.436
3002997,School,,Other,,,,E,Good,,Other,,BIRCH ST,0,0,0,,11835,4327,8272,1017885.806,1255254.979
3002998,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,78,18,12,2017,8599,4328,6568,1017885.806,1255254.979
3003000,Regulatory,,WHT,,,,W,Critical,,Aluminum,HIP,ssl20,77,48,24,2020,13705,4329,7782,1016423.527,1254198.902
3003003,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,86,18,12,2017,11403,4331,6706,1016090.332,1254249.04
3003004,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,76,18,12,2017,16646,4333,5592,1016090.332,1254249.04
3003006,School,,FY,Green,Black,S1-1,W,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2018,9952,4334,7967,1016090.332,1254249.04
3003007,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,W,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2018,9952,4336,8912,1028467.816,1251815.537
3003008,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,E,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2019,9952,4337,8905,1023371.429,1253773.12
3003009,School,,FY,Green,Black,S1-1,E,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2019,9952,4335,7944,1015469.463,1257312.192
3003010,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,78,18,12,2017,14145,4339,5107,1025587.068,1245265.409
3003012,School,,WHT,White,Black,S5-2,W,Fair,Rectangle,Aluminum,HIP,END SCHOOL ZONE,0,24,30,2020,10882,4340,8045,1024866.857,1244532.214
3003013,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,75,18,12,2017,10882,4341,5671,1023770.426,1245308.854
3003015,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,W,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2017,13365,4343,9101,1014885.059,1253951.115
3003016,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,66,18,12,2017,13365,4344,7565,1014885.059,1253951.115
3003017,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,77,18,12,2017,10475,4346,6735,1022733.421,1251226.707
3003018,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2017,12378,4347,2788,1016017.519,1252887.175
3003024,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,14590,2036,2196,1019486.185,1252361.356
3003026,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,16566,2292,2252,1019486.185,1252361.356
3003027,Regulatory,,Other,,,,W,Good,,Other,,,0,9,12,,16566,2293,2223,1018268.646,1253927.779
3003030,Regulatory,,Other,,,,W,Good,,Other,,,0,9,12,,15290,2353,2240,1021782.785,1253499.451
3003032,Regulatory,,Other,,,,E,Good,,Other,,,0,9,12,,13240,2384,2177,1014783.491,1260354.49
3003033,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,13807,2386,2250,1014783.491,1260354.49
3003034,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,15467,3229,2188,1014783.491,1260354.49
3003035,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,11771,2653,2236,1014783.491,1260354.49
3003036,Regulatory,,Other,,,,E,Good,,Other,,,0,9,12,,11786,2655,2244,1020138.285,1250959.297
3003037,Regulatory,,Other,,,,S,Good,,Other,,,0,9,12,,16174,2665,2165,1020138.285,1250959.297
3003038,Regulatory,,Other,,,,E,Good,,Other,,,0,9,12,,16146,2672,2249,1020138.285,1250959.297
3003040,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,9257,2682,2263,1016745.427,1255539.426
3003042,Regulatory,,Other,,,,W,Good,,Other,,,0,9,12,,9880,2778,2156,1020484.93,1245728.206
3003043,Regulatory,,Other,,,,S,Good,,Other,,,0,9,12,,9880,2779,2204,1020484.93,1245728.206
3003044,Regulatory,,Other,,,,S,Good,,Other,,,0,9,12,,11228,2812,2167,1024692.44,1249941.544
3003045,Regulatory,,Other,,,,W,Good,,Other,,,0,9,12,,11228,2813,2225,1020212.489,1256108.133
3003046,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,11584,2843,2171,1014808.497,1254832.539
3003047,Regulatory,,Other,,,,E,Good,,Other,,,0,9,12,,11584,2844,2222,1014808.497,1254832.539
3003050,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,81,18,12,2017,15925,4349,5723,1014808.497,1254832.539
3003051,Informational,,Other,,,,W,Good,,Other,,16,0,0,0,,9462,4351,1781,1026996.176,1255127.676
3003053,Regulatory,Lane Use Control,WHT,White,Black,R3-7R,W,Good,Square,Aluminum,HIP,RIGHT LANE MUST TURN RIGHT,0,30,30,2020,13541,4352,4079,1026154.619,1255990.278
3003054,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,16860,4354,2585,1020119.883,1253776.918
3003059,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,87,18,12,2018,10402,4355,7579,1022619.103,1253764.331
3003061,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,80,18,12,2018,11744,4357,6258,1017531.955,1251878.524
3003066,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,87,18,12,2018,13000,4360,7328,1014369.826,1258490.082
3003068,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,76,18,12,2018,9839,4362,7402,1019492.568,1252410.842
3003071,School,,Other,,,,S,Good,,Aluminum,HIP,W HIGH ST,0,14,30,,12453,4365,8102,1019492.568,1252410.842
3003073,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,81,18,12,2018,15969,4366,7415,1016004.042,1257687.044
3003075,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,82,18,12,2018,10686,4368,5946,1018876.752,1254851.818
3003079,Regulatory,,Other,,,,S,Good,,Other,,,0,9,12,,16163,2978,2235,1017085.624,1252966.977
3003080,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,13302,3427,2215,1017085.624,1252966.977
3003081,Regulatory,,Other,,,,W,Good,,Other,,,0,9,12,,13302,3428,2193,1017085.624,1252966.977
3003083,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,76,18,12,2018,15577,4371,7147,1022761.959,1253110.197
3003085,School,,Other,,,,E,Good,,Other,,S CEDAR ST,0,0,0,,11919,4375,8179,1029175.115,1250889.112
3003086,School,,Other,,,,S,Good,,Other,,W NEVADA ST,0,0,0,,11919,4376,8065,1029883.405,1254874.498
3003087,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,85,18,12,2018,11919,4373,6269,1017041.787,1253839.213
3003089,School,,FY,Green,Black,S1-1,E,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2019,10415,4377,7894,1013548.541,1262940.559
3003090,Warning,Supplemental Information,FY,Yellow,Black,W16-9p,E,Good,Rectangle,Aluminum,HIP,AHEAD (PLAQUE),0,24,12,2019,10415,4378,8989,1018275.192,1253634.466
3003091,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,63,18,12,2018,10415,4379,5528,1018275.192,1253634.466
3003092,School,,FY,Green,Black,S1-1,E,Critical,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2019,13382,4381,7901,1018280.468,1250001.458
3003093,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,E,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2019,13382,4384,8798,1018345.947,1253969.334
3003094,School,,FY,Green,Black,S1-1,W,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2018,13382,4382,7976,1013867.178,1259241.013
3003095,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,W,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2018,13382,4383,8846,1019377.063,1258804.356
3003097,School,,FY,Green,Black,S1-1,E,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2019,14505,4385,7962,1019377.063,1258804.356
3003098,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,E,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2019,14505,4388,8902,1019377.063,1258804.356
3003099,School,,FY,Green,Black,S1-1,W,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2018,14505,4386,7911,1019377.063,1258804.356
3003100,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,W,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2018,14505,4387,8827,1020157.131,1253322.497
3003102,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,81,18,12,2018,14075,4390,6778,1020157.131,1253322.497
3003104,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,79,18,12,2018,8689,4392,5414,1021866.87,1247869.836
3003106,School,,Other,,,,E,Good,,Other,,S MCCULLOUGH ST,0,0,0,,12625,4396,8285,1023091.816,1252459.46
3003107,School,,Other,,,,S,Good,,Other,,W NEVADA ST,0,0,0,,12625,4397,8307,1023091.816,1252459.46
3003108,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,85,18,12,2018,12625,4394,5797,1020558.423,1252438.96
3003110,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,85,18,12,2018,8781,4398,6697,1016406.369,1249983.312
3003112,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,79,18,12,2018,10281,4400,6109,1018494.021,1251423.261
3003114,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,83,18,12,2018,8860,4402,7506,1015415.064,1250125.972
3003115,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2018,12388,4404,2478,1013802.493,1254129.321
3003118,School,,Other,,,,E,Good,,Other,,S COLER AV,0,0,0,,14875,4407,8311,1026591.723,1248295.471
3003119,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,79,18,12,2018,14875,4405,6451,1026591.723,1248295.471
3003120,School,,Other,,,,S,Good,,Other,,W NEVADA ST,0,0,0,,14875,4408,8146,1021783.789,1249102.79
3003122,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,82,18,12,2018,13403,4409,7591,1021783.789,1249102.79
3003124,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,83,18,12,2018,12560,4411,6932,1017887.061,1252795.454
3003126,School,,Other,,,,E,Good,,Other,,S BUSEY AV,0,0,0,,9411,4415,8187,1017887.061,1252795.454
3003127,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,80,18,12,2024,9411,4413,6632,1020875.638,1255183.117
3003128,School,,Other,,,,S,Good,,Other,,W NEVADA ST,0,0,0,,9411,4416,8276,1014758.766,1258312.056
3003130,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,82,18,12,2018,13707,4417,6225,1014758.766,1258312.056
3003132,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,82,18,12,2018,13115,4419,5665,1020504.633,1254844.794
3003133,Regulatory,Traffic Flow,RD,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2021,8668,4421,3010,1017877.455,1253625.824
3003136,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,79,18,12,2017,15923,4423,6916,1017877.455,1253625.824
3003139,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,83,18,12,2017,13881,4424,6533,1013402.21,1254962.485
3003140,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,80,18,12,2017,13966,4426,7471,1013402.21,1254962.485
3003144,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,102,18,12,2017,12001,4428,6273,1024118.769,1248106.884
3003145,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,84,18,12,2017,12001,4429,6074,1021466.458,1252491.444
3003147,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,80,18,12,2017,12901,4431,7106,1021466.458,1252491.444
3003148,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,78,18,12,2017,12170,4433,6710,1021466.458,1252491.444
3003149,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,59,18,12,2017,12170,4434,6713,1021466.458,1252491.444
3003150,Regulatory,Traffic Flow,RD,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,12233,4435,3267,1025021.078,1246987.772
3003153,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,83,18,12,2017,13885,4437,6083,1025021.078,1246987.772
3003155,Regulatory,Traffic Signal,Other,White,Black,R10-6a,S,Good,Rectangle,Other,,STOP HERE ON RED CURVED ARROW,0,24,30,,13667,3825,2270,1016903.235,1253939.902
3003157,Regulatory,Emergency,Other,White,Black,R10-13,S,Good,Rectangle,Other,,EMERGENCY SIGNAL,0,42,30,,13667,3824,2105,1018154.956,1252082.282
3003159,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,81,18,12,2017,13313,4438,7658,1018154.956,1252082.282
3003161,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,80,18,12,2017,9284,4440,7444,1014866.482,1255042.562
3003162,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2017,14121,4442,2584,1020058.434,1259330.319
3003164,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,82,18,12,2017,8904,4443,7568,1020135.475,1263276.647
3003166,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,83,18,12,2017,14739,4445,6034,1014879.506,1255645.637
3003168,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,85,18,12,2017,15292,4447,7530,1014879.506,1255645.637
3003169,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,15897,4449,2921,1026137.727,1249910.904
3003174,Directional,,Other,,,,N,Good,,Other,,E NEVADA ST,0,10,0,,12334,4453,1450,1025327.413,1249769.381
3003175,Directional,,Other,,,,E,Good,,Other,,S VINE ST,0,10,0,,12334,4454,1135,1025327.413,1249769.381
3003176,School,,FYG,Green,Black,S1-1,N,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2025,15785,4455,7947,1026740.212,1251244.293
3003177,Warning,Supplemental Information,FYG,Yellow,Black,W16-9p,N,Good,Rectangle,Aluminum,HIP,AHEAD (PLAQUE),0,24,12,2025,15785,4456,9018,1026740.212,1251244.293
3003182,School,Speed Regulation,FYG,Green,Black,S4-5,N,Good,Diamond,Aluminum,HIP,REDUCED SCHOOL SPEED LIMIT AHEAD,0,36,36,2025,17108,4459,7999,1017949.183,1254869.487
3003184,Directional,,Other,,,,N,Good,,Other,,WASHINGTON ST,0,10,0,,11493,4461,1327,1016608.817,1253689.727
3003185,Directional,,Other,,,,E,Good,,Other,,S VINE ST,0,10,0,,11493,4462,1448,1016608.817,1253689.727
3003187,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Critical,Octagon,Aluminum,HIP,STOP,0,30,30,2027,12639,4464,2576,1016192.655,1253698.773
3003189,Regulatory,,WHT,,,,N,Fair,,Aluminum,HIP,SZSL20,87,48,24,2027,15248,4465,7837,1016192.655,1253698.773
3003190,Regulatory,,WHT,,,,E,Fair,,Aluminum,HIP,ssl20,80,48,24,2021,10838,4467,7810,1018187.116,1252407.122
3003191,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,87,18,12,2018,9038,4468,6219,1018187.116,1252407.122
3003192,Directional,,GR,,,,E,Good,,Aluminum,HIP,S WALNUT ST,110,6,30,2021,16578,4469,624,1018187.116,1252407.122
3003193,Directional,,GR,,,,S,Good,,Aluminum,HIP,E WASHINGTON ST,110,6,36,2020,16578,4470,760,1015927.791,1255665.208
3003194,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,82,18,12,2018,13364,4471,5314,1021607.505,1251249.591
