SignID,Sign Class,Sub Class,Color,Background Color,Legend Color,MUTCD Number,Orientation,Overall Cond,Shape,Sign Backing Material,Sign Sheeting,Sign Legend,Sign Height,Sign Length,Sign Width,Replace Year,Pole#,Alt Sign ID,Sign Rec #,X Coordinate,Y Coordinate
3010050,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nphtc,81,18,12,2015,11417,10473,5818,1013720.934,1260283.243
3010052,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nphtc,72,18,12,2027,14846,10475,7047,1021175.666,1244415.065
3010053,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2027,10922,10476,3314,1021175.666,1244415.065
3010054,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nphtc,82,18,12,2024,13863,10477,5378,1017014.826,1250574.516
3010056,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nphtc,72,18,12,2027,8839,10479,4955,1020130.736,1251717.578
3010057,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2027,14748,10480,3130,1020130.736,1251717.578
3010061,Directional,,Other,,,,E,Good,,Other,,S GROVE ST,0,10,0,,15930,10481,1211,1020130.736,1251717.578
3010062,Directional,,Other,,,,N,Good,,Other,,E WASHINGTON ST,0,10,0,,15930,10482,930,1020130.736,1251717.578
3010064,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,,81,18,12,2012,13798,10484,7109,1014884.235,1256293.276
3010067,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,81,18,12,2012,14049,10487,7478,1014328.97,1257586.605
3010069,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,80,18,12,2012,12369,10488,6958,1019256.134,1252400.458
3010071,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2020,13770,10490,2801,1026731.646,1251346.278
3010073,Directional,,Other,,,,S,Good,,Other,,E ELM ST,0,10,0,,15325,10491,1297,1026731.646,1251346.278
3010074,Directional,,Other,,,,W,Good,,Other,,S GROVE ST,0,10,0,,15325,10492,1416,1026731.646,1251346.278
3010077,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2020,15482,10496,3291,1020024.609,1259065.223
3010078,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,81,18,12,2017,11029,10497,4936,1020024.609,1259065.223
3010079,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,sl30,84,30,24,2020,12782,10498,3692,1020024.609,1259065.223
3010080,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,80,18,12,2017,15680,10499,5772,1013862.603,1259598.419
3010085,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2024,14511,10504,2913,1018669.636,1255549.479
3010091,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,83,18,12,2017,8629,10507,7184,1018016.136,1256332.874
3010093,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,78,18,12,2017,17156,10510,5240,1020803.136,1257056.723
3010095,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nphtc,85,18,12,2015,14566,10511,6612,1016602.913,1254549.322
3010098,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2027,15291,10513,2924,1021444.968,1254354.19
3010107,Informational,Bicycle Traffic,Other,Green,White,D1-1c,E,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,1999,16394,10518,324,1015366.228,1255033.201
3010122,Regulatory,,Other,,,,W,Good,,Other,,,0,9,12,,16405,10533,2247,1020932.873,1245300.527
3010123,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,16405,10534,2197,1020932.873,1245300.527
3010129,Informational,Bicycle Traffic,Other,Green,White,D1-1c,E,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,14547,10541,283,1018495.494,1253970.752
3010131,Regulatory,,Other,,,,S,Good,,Other,,,0,9,12,,10060,10546,2210,1028183.301,1252439.519
3010132,Regulatory,,Other,,,,E,Good,,Other,,,0,9,12,,10060,10547,2226,1020140.197,1246289.148
3010149,Regulatory,Parking,WHT,White,Green,R7-108,N,Good,Rectangle,Aluminum,HIP,2 HOUR PARKING  X:XX AM TO X:XX PM,0,12,18,2016,15247,10564,4263,1017457.225,1255654.253
3010150,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nphtc,79,18,12,2015,15247,10565,5847,1017457.225,1255654.253
3010151,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2027,12172,10566,3030,1032111.26,1244518.111
3010155,Regulatory,Parking,WHT,White,Green,R7-108,N,Good,Rectangle,Aluminum,HIP,2 HOUR PARKING  X:XX AM TO X:XX PM,0,12,18,2016,10371,10568,4243,1019016.483,1252370.28
3010156,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2027,15695,10570,2932,1017898.421,1252720.995
3010158,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,84,18,12,2024,14824,10571,7357,1017898.421,1252720.995
3010159,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,83,18,12,2024,11893,10573,6230,1020201.799,1249374.414
3010162,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,83,18,12,2024,11216,10575,5216,1020201.799,1249374.414
3010164,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,81,18,12,2017,15279,10577,6140,1020201.799,1249374.414
3010165,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,88,18,12,2024,12676,10578,5409,1017049.287,1258976.514
3010167,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,81,18,12,2024,14755,10580,4922,1021148.614,1252885.582
3010168,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2027,12343,10581,3061,1018942.69,1252415.88
3010173,Other,,WHT,,,,N,Good,,Aluminum,HIP,Neighborhood watch,95,24,18,2016,17023,10584,8351,1016141.468,1254425.459
3010177,Directional,,Other,,,,E,Good,,Other,,S URBANA AV,0,10,0,,15063,10585,496,1016141.468,1254425.459
3010180,Informational,,WHT,,,,S,Good,,Aluminum,HIP,Neighborhood watch,87,24,18,2014,9845,10586,1789,1016141.468,1254425.459
3010181,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,83,18,12,2012,8663,10588,6341,1016141.468,1254425.459
3010185,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,77,18,12,2012,12669,10592,7153,1026783.415,1250779.507
3010190,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2020,11087,10595,2312,1026783.415,1250779.507
3010193,Regulatory,Parking,WHT,White,Green,R7-108,S,Good,Rectangle,Aluminum,HIP,2 HOUR PARKING  X:XX AM TO X:XX PM,0,12,18,2020,16834,10597,4276,1022221.516,1251274.924
3010194,Regulatory,Parking,WHT,White,Green,R7-108,S,Good,Rectangle,Aluminum,HIP,2 HOUR PARKING  X:XX AM TO X:XX PM,0,12,18,2020,12784,10601,4281,1017813.791,1250624.69
3010196,Directional,,Other,,,,S,Good,,Aluminum,HIP,E HIGH ST,0,6,30,,12784,10599,521,1030342.843,1244506.199
3010197,Directional,,Other,,,,W,Good,,Other,,S URBANA AV,0,10,0,,12784,10600,1675,1022423.576,1253212.71
3010212,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,12103,10614,3093,1021815.454,1253214.848
3010217,Directional,,Other,,,,E,Good,,Other,HIP,S WEBBER ST,108,10,6,,15021,10618,527,1029887.733,1252536.22
3010221,Directional,,Other,,,,E,Good,,Other,HIP,S ANDERSON ST,108,10,12,,10979,10621,851,1029887.733,1252536.22
3010226,Directional,,Other,,,,S,Good,,Other,HIP,E HIGH ST,108,6,30,,14001,10624,1027,1016115.253,1260663.899
3010229,Directional,,Other,,,,E,Good,,Other,HIP,S MAPLE ST,108,10,30,,14631,10627,469,1018099.374,1250291.556
3010238,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Critical,Octagon,Aluminum,HIP,STOP,0,30,30,2020,9081,10632,2626,1024231.137,1245740.195
3010239,Regulatory,Parking,WHT,White,Green,R7-108,S,Good,Rectangle,Aluminum,HIP,2 HOUR PARKING  X:XX AM TO X:XX PM,0,12,18,2012,9336,10633,4287,1024231.137,1245740.195
3010244,Directional,,Other,,,,S,Good,,Other,,E ELM ST,0,10,0,,8930,10636,1007,1022444.137,1253716.355
3010245,Directional,,Other,,,,W,Good,,Other,,S URBANA AV,0,10,0,,8930,10637,1563,1025910.611,1256579.337
3010247,Regulatory,Parking,WHT,White,Green,R7-108,S,Good,Rectangle,Aluminum,HIP,2 HOUR PARKING  X:XX AM TO X:XX PM,0,12,18,2012,16488,10640,4282,1025910.611,1256579.337
3010248,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,89,18,12,2012,9857,10642,5457,1029874.245,1244801.983
3010250,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,9524,10644,3011,1029874.245,1244801.983
3010251,Warning,Non-Vehicular Traffic,FY,Yellow,Black,W11-2,W,Good,Diamond,Aluminum,HIP,PEDESTRIAN,0,30,30,2024,11521,10645,8501,1016800.057,1255211.456
3010252,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,W,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2024,11521,10646,8802,1021138.062,1246261.988
3010253,Directional,,Other,,,,W,Good,,Other,,S MAPLE ST,0,10,0,,10434,10647,1559,1023537.678,1245951.268
3010254,Directional,,Other,,,,N,Good,,Other,,E MAIN ST,0,10,0,,10434,10648,407,1023537.678,1245951.268
3010255,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nphtc,79,18,12,2015,13756,10649,6076,1019510.655,1252041.709
3010260,Directional,,Other,,,,E,Good,,Other,,S MAPLE ST,0,10,0,,10688,10652,748,1015335.182,1262577.828
3010261,Directional,,Other,,,,E,Good,,Other,,E ELM ST,0,10,0,,10688,10653,1484,1019184.307,1250046.964
3010262,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,78,18,12,2018,10688,10654,7058,1029212.088,1256695.844
3010267,Directional,,Other,,,,N,Good,,Other,,E GREEN ST,0,10,0,,9404,10658,1558,1018151.738,1252315.42
3010268,Directional,,Other,,,,E,Good,,Other,,S MAPLE ST,0,10,0,,9404,10659,618,1019094.584,1253151.98
3010275,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,81,18,12,2012,13679,10664,7637,1019094.584,1253151.98
3010278,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,79,18,12,2017,15636,10666,7586,1019094.584,1253151.98
3010279,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,77,18,12,2017,15471,10667,5133,1019094.584,1253151.98
3010280,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,77,18,12,2015,14275,10668,5065,1019094.584,1253151.98
3010281,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,88,18,12,2015,12925,10669,6771,1019094.584,1253151.98
3010284,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,89,18,12,2015,9437,10671,5573,1016593.558,1260321.443
3010285,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,87,18,12,2015,13256,10673,6940,1016593.558,1260321.443
3010288,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,90,18,12,2015,11906,10675,6030,1024290.163,1240523.004
3010290,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,91,18,12,2015,10960,10677,5017,1024270.064,1242581.17
3010293,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,91,18,12,2015,15787,10679,7353,1017978.999,1253081.141
3010295,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,72,18,12,2015,13584,10682,7032,1017978.999,1253081.141
3010297,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,79,18,12,2012,14908,10683,7475,1018227.792,1253087.676
3010299,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,79,18,12,2012,8987,10685,5659,1018851.428,1252415.279
3010300,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,16024,10686,2876,1020787.749,1253174.448
3010302,Directional,,Other,,,,S,Good,,Other,HIP,E ILLINOIS ST,108,6,36,,11454,10687,669,1021529.7,1250572.943
3010304,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,87,18,12,2018,11454,10688,6448,1021529.7,1250572.943
3010306,Regulatory,Traffic Flow,WHT,White,Red,R1-2,S,Fair,Triangle,Aluminum,HIP,YIELD,36,36,36,2017,14221,10691,3344,1021529.7,1250572.943
3010309,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,15521,10694,2768,1019737.338,1249770.642
3010311,Directional,,Other,,,,S,Good,,Other,HIP,E GREEN ST,108,6,30,,11551,10695,1627,1019737.338,1249770.642
3010317,Regulatory,Parking,Other,White,Red,R7-8,E,Good,Rectangle,Other,,RESERVED PARKING HANDICAPPED (SYMBOL),0,12,18,,13353,10700,4330,1019737.338,1249770.642
3010319,Regulatory,Parking,Other,White,Red,R7-8,E,Good,Rectangle,Other,,RESERVED PARKING HANDICAPPED (SYMBOL),0,12,18,,12455,10702,4331,1019737.338,1249770.642
3010321,Directional,,Other,,,,N,Good,,Other,,E ELM ST,0,10,0,,9727,10704,1160,1021480.643,1254300.741
3010322,Directional,,Other,,,,N,Good,,Other,,S WEBBER ST,0,10,0,,9727,10705,1122,1021480.643,1254300.741
3010324,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,npmts,85,18,12,2018,16156,10707,6906,1030140.315,1256620.938
3010326,Directional,,Other,,,,E,Good,,Other,,S ANDERSON ST,0,10,0,,11864,10709,1139,1030140.315,1256620.938
3010327,Directional,,Other,,,,S,Good,,Other,,E ELM ST,0,10,0,,11864,10710,603,1024704.287,1254203.152
3010328,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,npmts,78,18,12,2018,11864,10711,7303,1027922.03,1250501.461
3010329,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,npmts,82,18,12,2018,10090,10713,6688,1020829.706,1254937.765
3010332,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,82,18,12,2018,11735,10715,7492,1024141.98,1264856.995
3010334,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,78,18,12,2018,10157,10717,5704,1022731.445,1251503.88
3010335,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,83,18,12,2018,17024,10719,6908,1018019.605,1256402.392
3010338,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,74,18,12,2018,11440,10721,6642,1018019.605,1256402.392
3010340,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,101,18,12,2017,14031,10723,6759,1024234.495,1245356.369
3010341,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,80,18,12,2017,11473,10724,6211,1017372.483,1254906.696
3010343,Regulatory,Parking,WHT,White,Green,R7-108,W,Good,Rectangle,Aluminum,HIP,2 HOUR PARKING  X:XX AM TO X:XX PM,0,12,18,2020,13196,10725,4275,1025468.237,1245460.465
3010345,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,101,18,12,2017,8814,10728,6736,1022310.445,1261406.16
3010346,Regulatory,Parking,WHT,White,Green,R7-108,W,Fair,Rectangle,Aluminum,HIP,2 HOUR PARKING  X:XX AM TO X:XX PM,0,12,18,2020,8814,10727,4252,1016213.722,1251164.914
3010348,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,80,18,12,2017,13188,10731,7126,1016213.722,1251164.914
3010350,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,79,18,12,2017,10673,10733,5578,1016213.722,1251164.914
3010351,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,83,18,12,2017,13431,10734,5583,1018194.051,1251371.041
3010354,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,83,18,12,2017,9181,10736,7312,1018194.051,1251371.041
3010357,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2024,12996,10740,2783,1024822.842,1251112.45
3010359,Regulatory,Traffic Flow,WHT,White,Red,R1-2,N,Good,Triangle,Aluminum,HIP,YIELD,36,36,36,2024,13602,10742,3356,1025628.191,1244457.245
3010361,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2024,13162,10744,2420,1013906.849,1258068.502
3010366,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,78,18,12,2015,13690,10746,5913,1021293.599,1244490.519
3010368,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,78,18,12,2015,12806,10748,7087,1020217.911,1248278.759
3010369,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2024,14267,10749,2368,1016899.838,1251033.629
3010371,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,79,18,12,2015,15726,10750,6389,1014812.949,1257459.695
3010373,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,78,18,12,2015,13954,10752,5134,1014812.949,1257459.695
3010375,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2024,16891,10753,3158,1020914.705,1247116.581
3010376,Regulatory,,WHT,,,,N,Good,,Other,HIP,NPHTC,79,18,12,2015,15630,10754,7457,1020914.705,1247116.581
3010377,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,72,18,12,2018,9866,10755,6975,1021788.181,1253128.45
3010378,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2024,11708,10756,2517,1016803.198,1251726.99
3010380,Directional,,WHT,,,,E,Good,,Aluminum,HIP,S ANDERSON ST,102,6,30,2023,16766,10757,1653,1017455.524,1252365.233
3010381,Directional,,WHT,,,,N,Good,,Aluminum,HIP,E WASHINGTON ST,102,6,30,2029,16766,10758,740,1021172.257,1249863.12
3010384,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,80,18,12,2012,14017,10759,6602,1018925.531,1245651.354
3010387,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,80,18,12,2012,11437,10762,5923,1021104.849,1253478.34
3010393,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,86,18,12,2012,13631,10765,7325,1022402.987,1254291.986
3010395,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,88,18,12,2012,12293,10767,6061,1013406.035,1263240.232
3010398,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,84,18,12,2012,12554,10768,7461,1020186.755,1250686.828
3010400,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,88,18,12,2012,14910,10770,6365,1024477.776,1256793.673
3010403,Regulatory,Traffic Flow,WHT,White,Red,R1-2,S,Good,Triangle,Aluminum,HIP,YIELD,36,36,36,2017,12914,10771,3350,1024477.776,1256793.673
3010404,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2027,12824,10772,2985,1014807.52,1255477.264
3010405,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,79,18,12,2012,11983,10773,6160,1032080.753,1254144.409
3010408,Directional,,Other,,,,W,Good,,Other,,S LYNN ST,0,10,0,,10208,10775,888,1016226.774,1251061.358
3010409,Directional,,Other,,,,S,Good,,Other,,E HIGH ST,0,10,0,,10208,10776,688,1017830.291,1255149.92
3010411,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,78,18,12,2012,11552,10779,7059,1016020.084,1260378.894
3010413,Regulatory,,Other,,,,S,Good,,Other,,,0,18,12,,15326,10780,5088,1014865.541,1255051.056
3010418,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,78,18,12,2012,12702,10785,6902,1017069.201,1260317.356
3010420,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2020,11254,10787,3097,1017069.201,1260317.356
3010421,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,79,18,12,2017,15741,10788,5989,1019301.609,1251975.675
3010423,Directional,,Other,,,,N,Good,,Other,,E MAIN ST,0,10,0,,14148,10789,1126,1019301.609,1251975.675
3010424,Directional,,Other,,,,W,Good,,Other,,S GROSSBACH ST,0,10,0,,14148,10790,1045,1013979.124,1257402.42
3010426,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPAT,78,18,12,2015,14416,10791,6488,1016307.548,1252729.097
3010427,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,NPAT,78,18,12,2014,13765,10792,7378,1020877.016,1249804.103
3010428,Warning,Dead End,Y,Yellow,Black,W14-1,N,Good,Diamond,Aluminum,HIP,DEAD END,0,30,30,2027,10067,10793,8674,1028226.177,1251477.508
3010429,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,npat,53,18,12,2015,10067,10794,7640,1015666.449,1255662.451
3010430,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPAT,78,18,12,2012,15713,10795,6210,1013141.529,1263942.212
3010431,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPAT,78,18,12,2012,8893,10796,6093,1021269.363,1268281.303
3010432,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPAT,79,18,12,2012,14112,10797,7545,1014081.752,1260268.457
3010434,Regulatory,Lane Use Control,WHT,White,Black,R3-7R,W,Good,Square,Aluminum,HIP,RIGHT LANE MUST TURN RIGHT,0,30,30,2020,14664,10798,4069,1022706.123,1253461.937
3010435,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,85,18,12,2017,8650,10799,5466,1027890.64,1252437.496
3010436,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,12320,10800,2595,1019316.727,1247914.719
3010437,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,aw,75,6,18,2017,12320,10801,3521,1019316.727,1247914.719
3010439,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2024,16742,10803,2999,1015189.845,1257639.969
3010440,Directional,,Other,,,,E,Good,,Other,,S POPLAR ST,0,10,0,,16091,10804,1601,1023728.4,1255047.042
3010441,Directional,,Other,,,,N,Good,,Other,,E GREEN ST,0,10,0,,16091,10805,511,1023728.4,1255047.042
3010442,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,80,18,12,2015,12288,10806,7459,1021098.967,1244412.609
3010445,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,80,18,12,2015,11149,10809,5267,1025810.601,1247122.584
3010446,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,81,18,12,2015,17007,10810,5964,1015441.874,1257082.839
3010449,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,79,18,12,2015,11967,10813,5941,1021175.039,1252453.933
3010450,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2024,16611,10814,2939,1026782.108,1250344.276
3010451,Regulatory,Traffic Flow,Other,Red,White,R1-1,N,Fair,Octagon,Other,,STOP,0,30,30,,13170,10815,2928,1028020.126,1255155.292
3010452,Directional,,Other,,,,NE,Good,,Other,,S POPLAR ST,0,10,0,,15068,10816,758,1028020.126,1255155.292
3010453,Directional,,Other,,,,NW,Good,,Other,,E WASHINGTON ST,0,10,0,,15068,10817,1324,1020199.874,1249462.175
3010454,Directional,,Other,Yellow,Yellow,OM2-2V,S,Good,Rectangle,Other,,OBJECT MARKER TYPE II,0,6,12,,10840,10818,1999,1028556.289,1251837.981
3010455,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2017,9277,10819,2547,1017092.475,1252438.777
3010457,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,84,18,12,2015,9227,10820,6131,1023322.149,1251747.138
3010460,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,81,18,12,2012,16817,10823,6440,1023322.149,1251747.138
3010462,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,85,18,12,2012,14501,10825,5667,1017497.385,1251699.304
3010463,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,87,18,12,2012,9570,10827,5947,1017497.385,1251699.304
3010466,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,82,18,12,2012,16548,10829,7578,1016215.988,1251010.334
3010467,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,14283,10831,2746,1016215.988,1251010.334
3010470,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,80,18,12,2012,8858,10833,6481,1016215.988,1251010.334
3010472,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,77,18,12,2012,16917,10835,4978,1018828.929,1251980.671
3010475,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,81,18,12,2012,12861,10838,6115,1018828.929,1251980.671
3010476,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,16234,10840,2432,1021445.51,1245020.738
3010477,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,80,18,12,2017,9358,10841,5025,1021445.51,1245020.738
3010478,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,79,18,12,2017,15242,10842,6382,1031911.52,1254262.79
3010479,Directional,,Other,,,,W,Good,,Other,,S GLOVER AV,0,10,0,,15663,10843,374,1017286.068,1254560.657
3010480,Directional,,Other,,,,N,Good,,Other,,E MAIN ST,0,10,0,,15663,10844,854,1019843.259,1254187.82
3010485,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,77,18,12,2015,9344,10848,7177,1015895.903,1253683.225
3010487,Directional,,Other,,,,N,Good,,Other,,E GREEN ST,0,10,0,,13386,10849,797,1015895.903,1253683.225
3010488,Directional,,Other,,,,E,Good,,Other,,S GLOVER AV,0,10,0,,13386,10850,1303,1015895.903,1253683.225
3010490,Regulatory,,RD,,,,N,Good,,Aluminum,Other,All way,67,6,18,,15369,10852,3520,1015895.903,1253683.225
3010491,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPHTC,85,18,12,2015,15941,10853,5880,1022812.88,1255111.993
